"st1_date","st1_term1","st1_hit1","st1_term2","st1_hit2","st1_term3","st1_hit3","st1_term4","st1_hit4","st1_term5","st1_hit5","st2_term1","st2_hit1","st2_term2","st2_hit2","st2_term3","st2_hit3","st2_term4","st2_hit4","st3_term2","st3_hit2","st3_term3","st3_hit3","st3_term4","st3_hit4","st4_term1","st4_hit1","st4_term2","st4_hit2","st4_term3","st4_hit3","st4_term4","st4_hit4","st5_term1","st5_hit1","st5_term2","st5_hit2","st5_term3","st5_hit3","st5_term4","st5_hit4","st6_term1","st6_hit1","st6_term2","st6_hit2","st6_term3","st6_hit3","st6_term4","st6_hit4","st7_term1","st7_hit1","st7_term2","st7_hit2","st7_term3","st7_hit3","st8_term1","st8_hit1","st8_term2","st8_hit2","st8_term3","st8_hit3","st8_term4","st8_hit4"
2013-09-29,"aedes",0,"aedes aegypti",13,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",17,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",24,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",16,"náuseas",0,"vomitar",25,"vómitos",19,"fiebre",37
2013-10-06,"aedes",0,"aedes aegypti",0,"aegypti",7,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",9,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",14,"rash",23,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",31,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",27
2013-10-13,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",13,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",20,"mosquitoes",0,"fever",7,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",20,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",16,"zancudo",36,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",20,"náuseas",0,"vomitar",14,"vómitos",11,"fiebre",34
2013-10-20,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",8,"mosquito",22,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",22,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",8,"pain",7,"rash",0,"headache",0,"nausea",9,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",13,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",26,"náuseas",31,"vomitar",0,"vómitos",0,"fiebre",0
2013-10-27,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",36,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",33,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",22,"rash",0,"headache",7,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",21,"náuseas",0,"vomitar",12,"vómitos",0,"fiebre",21
2013-11-03,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",20,"dengue virus",6,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",17,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",15,"rash",0,"headache",0,"nausea",11,"virus del dengue",0,"síntomas del dengue",9,"mosquitos",20,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",33,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",35
2013-11-10,"aedes",12,"aedes aegypti",10,"aegypti",0,"vomit",21,"mosquito",34,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",8,"mosquitoes",0,"fever",14,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",20,"rash",6,"headache",0,"nausea",11,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",9,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",20,"náuseas",0,"vomitar",7,"vómitos",0,"fiebre",36
2013-11-17,"aedes",0,"aedes aegypti",0,"aegypti",8,"vomit",12,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",8,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",8,"rash",25,"headache",15,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",14,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",37,"náuseas",0,"vomitar",13,"vómitos",0,"fiebre",45
2013-11-24,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",11,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",21,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",16,"rash",19,"headache",0,"nausea",10,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",16,"zancudo",0,"nuevo virus del dengue",0,"erupción",16,"dolor de cabeza",12,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",47
2013-12-01,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",13,"mosquito",14,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",7,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",11,"rash",12,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",17,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",9,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",22
2013-12-08,"aedes",0,"aedes aegypti",12,"aegypti",0,"vomit",0,"mosquito",41,"dengue virus",15,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",10,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",14,"rash",39,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",18,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",16,"náuseas",10,"vomitar",0,"vómitos",7,"fiebre",32
2013-12-15,"aedes",8,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",0,"rash",0,"headache",0,"nausea",10,"virus del dengue",0,"síntomas del dengue",12,"mosquitos",8,"zancudo",0,"nuevo virus del dengue",0,"erupción",10,"dolor de cabeza",24,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",23
2013-12-22,"aedes",10,"aedes aegypti",14,"aegypti",0,"vomit",10,"mosquito",0,"dengue virus",12,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",43,"new dengue virus",0,"DENV",0,"DHF",0,"disease",12,"pain",16,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",20,"zancudo",11,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",36,"náuseas",0,"vomitar",0,"vómitos",22,"fiebre",0
2013-12-29,"aedes",0,"aedes aegypti",0,"aegypti",12,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",18,"mosquitoes",0,"fever",12,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",14,"rash",11,"headache",0,"nausea",0,"virus del dengue",27,"síntomas del dengue",0,"mosquitos",15,"zancudo",18,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",31,"náuseas",30,"vomitar",8,"vómitos",0,"fiebre",40
2014-01-05,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",30,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",22,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",12,"rash",9,"headache",0,"nausea",8,"virus del dengue",9,"síntomas del dengue",0,"mosquitos",26,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",22,"náuseas",0,"vomitar",8,"vómitos",8,"fiebre",43
2014-01-12,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",23,"dengue virus",14,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",17,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",15,"rash",11,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",23,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",19,"náuseas",0,"vomitar",27,"vómitos",0,"fiebre",37
2014-01-19,"aedes",13,"aedes aegypti",14,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",8,"pain",9,"rash",0,"headache",16,"nausea",0,"virus del dengue",0,"síntomas del dengue",12,"mosquitos",20,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",18,"náuseas",0,"vomitar",12,"vómitos",0,"fiebre",35
2014-01-26,"aedes",0,"aedes aegypti",0,"aegypti",10,"vomit",13,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",14,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",8,"pain",20,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",7,"zancudo",37,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",14,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",41
2014-02-02,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",8,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",15,"pain",21,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",7,"zancudo",0,"nuevo virus del dengue",0,"erupción",15,"dolor de cabeza",19,"náuseas",10,"vomitar",8,"vómitos",0,"fiebre",25
2014-02-09,"aedes",9,"aedes aegypti",7,"aegypti",0,"vomit",6,"mosquito",10,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",13,"new dengue virus",0,"DENV",0,"DHF",0,"disease",8,"pain",15,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",19,"mosquitos",16,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",19,"náuseas",0,"vomitar",0,"vómitos",6,"fiebre",27
2014-02-16,"aedes",0,"aedes aegypti",0,"aegypti",7,"vomit",7,"mosquito",36,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",22,"new dengue virus",0,"DENV",0,"DHF",0,"disease",8,"pain",13,"rash",0,"headache",0,"nausea",12,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",12,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",16,"náuseas",7,"vomitar",0,"vómitos",0,"fiebre",33
2014-02-23,"aedes",0,"aedes aegypti",0,"aegypti",37,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",10,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",21,"rash",0,"headache",16,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",8,"dolor de cabeza",0,"náuseas",0,"vomitar",11,"vómitos",0,"fiebre",23
2014-03-02,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",12,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",7,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",14,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",0,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",19
2014-03-09,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",9,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",20,"mosquitoes",0,"fever",9,"new dengue virus",0,"DENV",0,"DHF",0,"disease",6,"pain",20,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",21,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",20,"náuseas",0,"vomitar",10,"vómitos",0,"fiebre",36
2014-03-16,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",16,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",11,"rash",9,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",11,"náuseas",0,"vomitar",6,"vómitos",0,"fiebre",55
2014-03-23,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",9,"new dengue virus",0,"DENV",0,"DHF",0,"disease",13,"pain",13,"rash",0,"headache",0,"nausea",0,"virus del dengue",16,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",13,"náuseas",10,"vomitar",0,"vómitos",0,"fiebre",22
2014-03-30,"aedes",0,"aedes aegypti",14,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",16,"mosquitoes",0,"fever",10,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",11,"rash",8,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",20,"mosquitos",0,"zancudo",7,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",24,"náuseas",0,"vomitar",10,"vómitos",0,"fiebre",31
2014-04-06,"aedes",7,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",12,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",6,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",16,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",6,"mosquitos",12,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",22,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",36
2014-04-13,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",11,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",15,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",8,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",12,"náuseas",25,"vomitar",18,"vómitos",0,"fiebre",32
2014-04-20,"aedes",8,"aedes aegypti",0,"aegypti",7,"vomit",19,"mosquito",24,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",10,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",33,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",47,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",11,"náuseas",0,"vomitar",19,"vómitos",0,"fiebre",25
2014-04-27,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",14,"mosquito",30,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",16,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",18,"rash",0,"headache",0,"nausea",0,"virus del dengue",10,"síntomas del dengue",0,"mosquitos",23,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",17,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",10
2014-05-04,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",45,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",42,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",8,"rash",0,"headache",0,"nausea",0,"virus del dengue",7,"síntomas del dengue",0,"mosquitos",22,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",14,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",35
2014-05-11,"aedes",14,"aedes aegypti",0,"aegypti",8,"vomit",0,"mosquito",14,"dengue virus",11,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",8,"pain",11,"rash",0,"headache",6,"nausea",10,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",17,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",39,"náuseas",0,"vomitar",0,"vómitos",8,"fiebre",50
2014-05-18,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",12,"dengue virus",19,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",12,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",24,"pain",15,"rash",13,"headache",22,"nausea",7,"virus del dengue",9,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",14,"náuseas",0,"vomitar",12,"vómitos",0,"fiebre",35
2014-05-25,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",25,"pain",37,"rash",0,"headache",10,"nausea",10,"virus del dengue",0,"síntomas del dengue",10,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",12,"náuseas",0,"vomitar",9,"vómitos",0,"fiebre",14
2014-06-01,"aedes",16,"aedes aegypti",0,"aegypti",0,"vomit",6,"mosquito",7,"dengue virus",14,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",23,"rash",0,"headache",0,"nausea",0,"virus del dengue",12,"síntomas del dengue",11,"mosquitos",6,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",13,"náuseas",0,"vomitar",9,"vómitos",0,"fiebre",37
2014-06-08,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",12,"mosquito",13,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",13,"new dengue virus",0,"DENV",0,"DHF",0,"disease",7,"pain",6,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",11,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",11,"dolor de cabeza",25,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",40
2014-06-15,"aedes",0,"aedes aegypti",9,"aegypti",10,"vomit",7,"mosquito",8,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",11,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",19,"rash",6,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",8,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",20,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",29
2014-06-22,"aedes",10,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",19,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",6,"rash",10,"headache",0,"nausea",0,"virus del dengue",6,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",8,"náuseas",0,"vomitar",9,"vómitos",0,"fiebre",53
2014-06-29,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",6,"pain",22,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",12,"dolor de cabeza",0,"náuseas",0,"vomitar",8,"vómitos",0,"fiebre",15
2014-07-06,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",9,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",44,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",11,"rash",0,"headache",0,"nausea",24,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",19,"náuseas",0,"vomitar",18,"vómitos",7,"fiebre",44
2014-07-13,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",9,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",13,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",17,"rash",0,"headache",0,"nausea",0,"virus del dengue",10,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",42,"náuseas",0,"vomitar",7,"vómitos",0,"fiebre",35
2014-07-20,"aedes",0,"aedes aegypti",6,"aegypti",0,"vomit",0,"mosquito",0,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",21,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",0,"rash",0,"headache",0,"nausea",0,"virus del dengue",0,"síntomas del dengue",8,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",0,"náuseas",6,"vomitar",13,"vómitos",0,"fiebre",34
2014-07-27,"aedes",0,"aedes aegypti",7,"aegypti",0,"vomit",14,"mosquito",23,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",13,"rash",0,"headache",0,"nausea",0,"virus del dengue",6,"síntomas del dengue",0,"mosquitos",9,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",24,"náuseas",18,"vomitar",12,"vómitos",0,"fiebre",34
2014-08-03,"aedes",8,"aedes aegypti",0,"aegypti",0,"vomit",0,"mosquito",7,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",21,"mosquitoes",0,"fever",26,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",25,"rash",0,"headache",26,"nausea",19,"virus del dengue",0,"síntomas del dengue",11,"mosquitos",12,"zancudo",0,"nuevo virus del dengue",0,"erupción",8,"dolor de cabeza",40,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",62
2014-08-10,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",11,"mosquito",25,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",18,"new dengue virus",0,"DENV",0,"DHF",0,"disease",10,"pain",11,"rash",0,"headache",31,"nausea",0,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",7,"nuevo virus del dengue",0,"erupción",7,"dolor de cabeza",17,"náuseas",0,"vomitar",0,"vómitos",0,"fiebre",80
2014-08-17,"aedes",0,"aedes aegypti",0,"aegypti",0,"vomit",6,"mosquito",9,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",0,"new dengue virus",0,"DENV",0,"DHF",0,"disease",20,"pain",51,"rash",0,"headache",0,"nausea",7,"virus del dengue",0,"síntomas del dengue",0,"mosquitos",0,"zancudo",9,"nuevo virus del dengue",0,"erupción",7,"dolor de cabeza",19,"náuseas",0,"vomitar",6,"vómitos",0,"fiebre",69
2014-08-24,"aedes",0,"aedes aegypti",0,"aegypti",11,"vomit",0,"mosquito",19,"dengue virus",0,"dengue fever",0,"dengue hemorrhagic fever",0,"dengue symptoms",0,"mosquito dengue",0,"mosquitoes",0,"fever",9,"new dengue virus",0,"DENV",0,"DHF",0,"disease",0,"pain",10,"rash",12,"headache",0,"nausea",0,"virus del dengue",17,"síntomas del dengue",0,"mosquitos",0,"zancudo",0,"nuevo virus del dengue",0,"erupción",0,"dolor de cabeza",0,"náuseas",0,"vomitar",10,"vómitos",0,"fiebre",57
